,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150287500,44,49,40,22,31,30,62,30,11,12,56,9,70,19,69,4,32,67,62,21,20,30,20,15,47,46,50,50,15,27,45,58,86,35,32,39,59,51,19,58,42,44,46,36,44,66,21,31,8,11,25,20,36,42,39,21,17,34,119,26,38,38,27,19,16,43,65,18,36,47,21,41,28,50,50,38,40,47,39,30,22,28,16,27,28,24,18,56,17,43,37,47,49,27,14,9,25,46,40,28,22,45,13,33,24,33,14,25,13,35,30,50,39,20,28,22,17,17,22,19,11,30,17,96,12,30,22,28,27,21,17,21,32,22,20,39,13,31,13,19,10,33,24,26,31,18,16,23,26,27,15,24,38,26,26,18,18,14,25,25,10,26,12,24,14,16,10,20,30,37,42,26,18,34,26,22,22,16,5,32,37,28,25,33,23,28,5,17,34,4,6,20,11,19,35,28,22,5,16,16,26,13,29,15,48,54,48,16,54,15,10,17,40,8,23,16,43,22,18,20,18,16,13,22,22,29,67,71,49,19,24,9,14,23,26,22,46,9,18,21,27,70,43,32,22,48,36,37,20,21,29,30,16,33,17,68,16,17,16,20,12,10,11,50,26,10,14,46,39,43,34,20,32,10,16,4,47,23,42,22,40,31,30,27,5,13,16,20,23,35,29,46,46,21,10,41,66,8,46,16,11,29,38,14,15,10,16,20,15,29
150288000,18,30,40,11,19,13,49,18,16,5,37,6,61,11,41,4,23,49,54,15,7,20,10,4,36,54,42,44,7,39,34,47,75,21,23,18,34,41,9,51,33,39,41,11,36,61,12,35,12,15,18,12,40,51,40,9,12,49,71,13,12,27,16,17,8,45,30,14,39,36,25,49,7,36,32,18,27,28,44,21,8,13,13,6,19,13,14,58,9,45,45,32,23,22,16,10,13,40,47,21,8,51,5,43,7,11,7,11,4,23,34,24,51,8,6,10,4,9,12,13,8,9,6,61,16,14,14,12,17,7,11,14,15,12,24,22,10,18,9,7,11,11,17,13,18,7,9,13,12,7,8,20,27,9,9,16,14,8,12,23,11,33,8,9,6,25,5,8,18,14,22,12,4,18,24,12,5,7,2,14,11,27,13,20,18,10,4,7,14,6,8,5,4,6,6,6,7,11,7,10,20,8,17,8,43,39,29,3,32,11,17,2,29,4,8,7,45,17,10,9,21,12,9,10,11,8,46,52,33,8,11,6,13,9,9,6,28,8,31,9,29,45,56,16,20,31,55,22,21,5,39,16,4,7,5,63,8,3,4,7,9,7,12,34,11,4,18,78,47,47,19,21,17,19,13,7,50,10,19,26,40,25,44,8,8,13,5,34,29,18,14,47,18,7,16,39,54,11,38,21,9,16,33,13,9,6,32,23,11,5
150288500,58,65,68,24,28,44,36,28,27,20,59,23,45,22,78,23,36,75,79,33,29,37,29,26,65,77,81,54,17,39,53,70,102,37,52,58,58,59,36,59,66,25,61,45,68,118,38,28,12,22,25,30,44,40,22,21,32,57,115,42,34,43,33,40,32,61,67,29,28,37,18,56,27,39,36,44,28,55,43,51,20,30,36,44,24,39,56,54,20,34,31,42,45,48,47,34,31,40,39,57,39,45,13,55,29,29,27,39,33,35,39,45,59,23,46,28,29,42,28,33,42,46,42,90,43,39,40,43,56,34,34,38,55,45,36,63,44,38,24,36,26,43,43,47,46,35,48,49,35,31,50,21,54,37,41,55,23,31,33,53,22,42,31,37,26,28,12,35,51,48,61,44,24,49,39,28,21,15,16,45,56,24,42,39,59,39,25,38,54,16,28,25,23,32,41,32,43,33,36,26,40,31,42,32,55,64,49,22,84,32,23,26,85,16,31,28,104,36,44,29,33,31,24,34,35,31,79,102,57,28,34,15,31,24,44,31,46,32,48,22,45,66,39,37,39,15,26,47,19,22,40,70,33,45,27,69,28,17,25,26,32,33,27,47,35,31,31,60,50,27,17,21,38,50,34,22,89,44,43,20,62,36,36,39,29,43,19,26,36,22,30,46,65,22,29,36,94,32,39,18,19,45,34,19,18,24,33,38,41,40
150289000,61,105,57,38,28,59,47,49,17,22,73,44,56,30,88,30,42,94,47,41,32,36,38,34,44,78,86,44,22,42,36,62,113,32,43,46,45,53,31,77,72,42,39,58,59,108,40,38,13,13,38,34,39,34,31,27,32,62,129,50,37,53,59,43,40,64,65,59,29,39,20,50,45,40,35,56,35,23,32,58,27,39,41,37,39,35,43,53,35,41,48,35,37,37,50,47,40,44,35,60,51,40,15,43,47,61,27,53,41,26,52,51,57,42,58,37,27,52,44,29,45,55,46,97,43,56,55,32,61,52,32,59,52,29,42,59,60,39,22,56,20,59,54,46,29,41,54,49,34,45,57,25,55,53,38,69,27,37,37,53,18,50,38,56,41,15,12,34,43,61,73,53,31,62,37,31,33,20,21,56,58,22,38,75,61,53,26,47,47,30,22,36,22,36,37,20,48,22,45,42,61,40,55,32,69,78,52,26,93,47,16,30,66,29,35,30,81,38,16,18,17,42,26,30,41,33,77,98,61,21,44,23,33,38,42,39,34,34,36,20,48,77,57,49,26,37,34,33,30,58,27,42,26,44,31,90,33,35,36,27,26,36,44,62,27,34,40,75,48,46,18,19,44,37,27,25,78,25,41,19,61,43,45,48,38,35,32,28,24,15,32,53,45,34,26,45,99,45,41,23,35,69,42,31,22,21,50,35,38,39
150289500,58,96,80,32,31,42,34,47,23,16,108,46,70,27,97,29,62,125,45,41,44,41,33,30,51,81,84,38,15,45,38,42,115,31,37,42,85,61,28,91,71,35,52,78,64,129,43,37,19,21,39,44,38,38,35,23,28,58,119,42,45,35,36,56,44,70,53,54,38,36,28,47,45,37,49,39,25,23,29,61,19,42,40,42,48,35,34,49,24,60,29,32,51,64,50,57,29,47,42,36,30,49,9,28,32,54,23,41,42,17,55,44,48,39,56,38,26,52,54,29,36,46,32,69,37,47,48,41,61,46,36,54,39,32,52,34,56,46,27,37,36,46,52,53,38,40,36,41,41,52,46,23,62,53,44,44,25,29,48,51,21,36,24,41,55,18,13,44,57,79,77,61,37,49,41,36,31,24,21,49,52,25,41,63,53,47,21,44,35,21,16,29,37,38,43,21,23,21,42,38,54,28,75,35,91,72,55,34,75,36,19,23,87,28,24,36,103,47,29,47,29,74,31,29,28,36,80,84,68,41,70,46,25,29,41,36,24,35,56,29,65,89,38,45,20,33,23,24,23,49,40,36,27,61,38,93,31,20,28,31,40,49,59,68,50,45,40,62,46,28,31,28,23,36,25,19,65,23,45,27,57,51,45,32,33,30,37,12,24,35,39,43,38,26,23,37,97,31,32,18,37,55,38,27,22,27,43,43,30,36
150290000,68,89,116,35,44,60,40,31,16,34,100,35,56,29,95,18,35,113,73,39,35,45,36,39,59,83,56,45,27,34,28,41,123,24,37,55,84,68,32,68,67,40,56,45,56,117,57,30,22,33,35,32,40,36,30,23,25,51,107,43,45,45,39,48,31,55,74,43,40,28,32,30,68,47,42,48,37,47,36,55,36,48,44,42,35,17,21,29,26,41,21,43,41,41,30,40,27,39,32,40,49,44,20,48,27,65,26,41,40,16,53,52,42,50,47,40,21,61,45,21,35,47,39,114,43,56,44,50,40,36,31,42,45,32,34,31,41,37,32,42,39,50,50,55,24,39,49,56,42,60,59,34,62,59,40,46,23,31,36,59,26,44,33,27,49,19,16,37,68,78,62,57,43,49,48,41,13,31,26,64,66,24,42,68,45,42,9,30,36,15,16,27,24,29,43,22,43,14,41,21,38,23,58,46,69,58,40,34,80,27,19,26,43,31,24,36,67,29,25,38,36,77,37,29,45,34,80,103,48,35,53,19,45,33,46,38,41,39,51,33,51,89,33,31,23,23,35,25,14,55,39,45,30,54,39,76,25,21,28,43,41,19,23,58,38,36,31,48,28,25,43,22,42,8,29,14,76,31,31,32,47,50,48,59,12,36,39,18,38,31,48,56,50,35,35,45,101,25,39,23,32,54,32,19,22,13,54,28,31,35
150290500,69,99,89,37,21,51,48,51,11,35,81,30,65,33,80,35,49,120,51,46,37,48,49,55,63,100,67,49,28,46,42,44,131,32,30,74,70,79,41,87,83,42,54,49,65,134,38,41,24,19,32,39,56,46,39,32,36,78,101,46,47,61,49,40,35,61,63,48,35,20,21,31,75,51,43,61,31,36,43,53,48,50,56,51,41,43,39,32,26,47,43,60,49,47,52,42,42,40,35,64,40,47,27,39,36,54,32,32,47,28,57,68,61,51,46,39,40,56,45,22,58,58,43,106,43,60,40,47,57,37,34,41,57,53,46,52,35,42,29,43,46,72,52,59,34,60,50,55,46,54,62,27,62,51,55,60,29,28,38,44,24,46,37,36,54,22,18,59,67,61,64,59,39,53,63,37,29,22,24,56,66,29,42,67,43,32,37,56,46,23,26,19,31,25,51,33,57,33,41,30,42,31,58,46,83,87,32,28,87,38,16,32,45,20,42,36,99,32,16,17,30,76,29,35,62,43,87,85,55,21,41,14,33,47,53,39,35,32,56,32,74,95,34,46,43,17,38,27,20,41,49,49,34,33,39,70,28,33,34,43,39,53,30,66,55,20,47,37,40,31,36,20,29,40,27,19,77,32,28,24,48,56,35,47,28,38,30,27,26,20,23,58,42,32,24,41,112,34,29,22,35,57,41,28,16,30,38,39,31,51
150291000,49,108,88,53,25,62,49,45,28,32,98,22,65,36,75,16,38,114,50,38,46,41,52,24,54,79,85,46,27,41,52,50,116,30,43,69,102,76,39,81,77,41,49,65,70,119,46,45,19,13,38,27,44,34,45,30,46,202,128,49,53,49,54,46,41,63,50,47,27,27,27,38,73,57,42,40,45,44,39,48,36,58,60,74,36,52,62,39,34,33,34,34,60,46,57,77,27,36,30,74,44,38,26,33,41,63,33,40,59,26,62,55,53,54,54,59,64,73,34,38,67,61,54,72,36,57,52,56,54,27,50,73,81,58,47,41,52,42,25,43,49,73,36,52,50,44,60,44,42,39,55,26,59,39,48,60,23,50,47,72,22,34,45,41,61,19,29,70,57,73,79,76,36,53,56,38,23,19,22,51,70,33,38,74,56,39,38,66,69,22,39,39,51,39,71,30,42,31,71,42,64,48,74,44,86,86,28,20,95,50,29,34,68,27,43,30,68,44,26,31,41,97,30,46,34,42,114,105,53,43,69,79,24,44,61,39,43,30,85,33,93,87,36,42,40,29,21,22,27,58,31,44,49,50,33,86,31,37,42,37,44,93,54,53,46,35,81,47,26,27,22,26,31,76,32,17,58,46,33,27,47,53,26,60,53,36,38,17,33,23,17,56,34,25,35,32,100,53,38,27,39,55,38,17,27,28,62,78,48,46
150291500,61,82,64,32,31,42,45,44,27,23,103,35,59,22,102,21,25,82,51,53,48,40,49,31,60,79,79,32,29,42,33,54,120,34,31,55,83,70,24,53,80,37,61,61,64,115,52,47,25,17,43,28,23,34,47,32,39,65,137,56,47,42,37,66,42,67,60,68,40,35,25,29,46,42,34,56,39,43,29,64,39,39,37,57,35,61,52,41,45,49,40,37,36,49,66,78,23,33,36,56,40,51,20,30,39,48,33,35,46,25,46,61,44,42,59,52,57,63,37,54,45,34,58,85,59,53,64,67,44,34,44,67,49,40,43,39,60,43,21,38,43,45,38,46,25,40,53,55,43,46,52,26,65,46,50,69,18,53,46,56,16,47,38,33,43,16,16,59,52,74,104,66,34,39,47,42,43,18,19,58,41,23,56,71,61,47,14,43,39,17,15,49,47,37,51,34,38,32,24,46,58,39,69,31,68,92,52,37,93,33,14,29,69,27,42,37,73,53,38,27,32,96,28,43,50,50,110,110,71,35,74,58,32,56,34,29,24,26,70,46,62,86,38,37,44,30,28,24,12,62,29,46,41,56,28,73,41,41,20,51,38,30,64,73,42,27,59,75,35,38,22,20,41,45,26,14,71,29,43,24,64,44,52,81,49,31,36,17,28,29,25,65,34,42,33,45,94,56,43,25,31,39,52,35,32,19,49,45,32,30
150292000,55,102,55,33,37,57,49,36,28,30,65,43,77,37,59,8,32,101,43,35,55,35,23,36,54,67,74,31,35,43,38,53,107,33,41,56,82,52,37,83,56,57,65,48,46,94,35,38,20,24,33,21,36,44,41,31,36,64,149,45,37,41,33,33,26,59,69,51,41,40,22,37,49,45,47,47,28,50,41,62,35,45,39,27,35,9,12,34,25,37,50,48,43,58,18,30,34,41,41,22,41,51,14,38,32,59,33,35,34,28,52,61,56,40,43,47,16,54,33,40,31,20,42,101,47,53,51,46,37,31,36,57,46,35,40,34,41,46,10,35,27,51,49,41,34,39,38,52,35,25,54,30,50,47,52,40,25,24,23,40,18,46,29,28,42,15,17,33,38,55,54,58,32,52,47,24,36,24,14,52,47,32,49,48,50,45,13,21,23,15,11,30,22,23,38,26,26,13,20,26,32,12,45,25,76,49,33,20,83,32,1,26,69,31,32,42,55,18,25,30,12,68,37,31,40,39,77,79,57,28,28,9,23,37,23,30,37,27,24,34,28,95,35,30,18,32,28,32,25,42,43,37,22,55,37,80,35,39,18,40,22,18,7,50,34,30,16,47,57,42,34,26,18,9,25,7,54,28,32,25,56,47,47,38,9,18,28,33,38,20,22,57,48,28,25,40,80,20,44,25,34,20,28,19,17,20,23,18,22,23
150292500,68,93,91,17,37,58,58,45,12,35,64,40,94,30,76,16,43,113,49,31,48,41,34,36,47,121,86,42,33,53,35,48,113,38,29,45,69,60,29,71,46,62,53,70,73,89,42,37,15,27,47,24,55,35,35,17,34,52,122,39,33,49,40,33,34,54,85,56,29,16,26,37,50,56,44,43,42,31,46,52,26,53,46,45,37,28,19,41,24,40,39,36,46,62,31,27,21,39,40,44,43,36,19,28,36,65,31,39,40,29,47,49,53,53,43,34,21,65,36,30,40,40,35,110,44,51,60,46,52,34,32,41,46,36,43,41,32,32,22,45,34,53,44,36,27,52,35,48,44,49,43,20,64,63,34,55,25,24,16,45,32,60,28,37,43,27,13,26,43,54,50,57,22,61,38,33,19,26,6,65,55,28,48,46,55,46,13,22,43,21,11,12,14,43,24,22,29,15,21,11,31,25,32,26,69,77,25,39,76,26,7,35,52,24,27,36,63,32,31,28,17,78,34,22,37,40,58,84,61,35,30,9,31,25,31,27,35,32,19,24,33,107,52,39,32,34,31,40,27,56,32,54,22,41,40,80,42,24,28,41,16,17,15,28,34,35,15,76,53,38,17,25,37,23,44,15,78,26,44,33,55,62,55,32,17,25,20,23,24,21,27,47,36,32,27,47,94,16,42,21,26,33,45,22,18,17,32,14,22,17
150293000,90,78,83,34,33,49,56,53,9,27,71,46,88,30,80,11,27,109,68,41,30,36,30,33,50,112,65,62,30,29,34,56,107,40,34,67,85,80,28,63,67,43,41,50,49,52,44,53,11,21,45,28,53,40,56,21,31,59,139,30,36,49,19,25,42,69,73,35,33,33,6,57,37,58,48,59,39,35,46,46,33,39,46,33,24,17,20,48,31,47,58,40,47,55,26,20,18,43,42,28,32,48,21,49,48,43,27,38,33,29,53,55,53,45,39,31,23,65,35,37,42,37,45,105,41,53,49,48,48,35,37,39,50,39,51,41,27,31,30,27,18,43,41,35,29,32,42,51,39,39,58,23,64,55,30,39,22,27,17,33,20,76,18,30,41,27,12,27,43,50,50,52,34,54,49,31,20,27,14,54,48,22,39,51,53,46,14,11,44,6,16,13,25,23,28,24,44,10,22,10,36,18,28,33,71,69,35,20,64,28,15,35,59,23,20,45,60,34,34,26,15,42,31,23,28,23,57,66,57,36,18,3,32,29,36,26,28,27,25,27,15,91,43,41,21,29,55,38,36,38,44,42,24,44,31,91,31,36,20,32,19,23,14,40,42,32,4,60,43,46,18,24,23,11,40,10,74,44,43,25,66,36,51,37,10,15,35,24,26,21,32,71,36,41,42,43,83,18,47,21,27,20,35,11,32,12,19,18,26,22
150293500,59,94,83,43,35,43,70,29,8,29,81,46,70,24,79,25,26,88,54,42,36,39,39,31,59,78,59,57,33,33,51,67,113,56,30,70,64,67,24,75,82,37,60,50,49,70,37,47,26,22,30,22,64,44,45,27,21,42,155,30,38,47,36,16,30,81,65,54,29,21,10,59,32,46,32,38,31,61,41,52,29,41,46,28,31,35,28,45,32,52,67,51,52,32,32,36,40,52,43,34,45,49,23,48,47,62,15,51,35,23,45,47,54,37,54,49,26,53,37,32,38,41,29,122,41,58,42,46,48,31,36,40,47,35,49,47,32,32,31,37,23,55,55,49,28,38,38,54,35,37,53,34,56,52,45,48,26,33,22,43,15,50,22,29,51,17,9,33,43,53,67,48,41,64,52,45,27,21,14,45,62,19,37,48,61,47,16,27,37,13,23,33,18,23,43,14,46,8,30,19,38,20,34,41,65,65,53,22,78,41,13,29,50,23,28,35,59,30,46,30,23,32,25,33,40,23,57,78,55,20,19,12,23,33,29,27,28,20,25,36,29,81,47,41,34,37,32,27,17,45,30,39,41,61,38,90,38,25,42,29,15,26,6,42,51,33,7,49,39,42,22,35,30,25,29,3,80,22,30,26,50,37,49,42,5,42,27,28,22,29,29,75,38,30,35,48,65,11,62,21,29,30,31,27,27,17,36,20,34,42
150294000,64,76,98,37,29,53,47,40,32,50,85,33,55,36,96,28,36,108,53,41,46,51,47,33,53,70,69,47,38,23,43,74,108,55,50,51,71,81,28,79,78,37,54,48,73,105,42,32,18,31,52,23,29,32,31,24,31,89,126,43,38,54,56,44,35,52,45,53,40,39,23,39,63,47,31,37,39,48,39,72,25,57,43,69,32,49,76,45,31,43,34,32,50,50,71,85,44,41,41,76,49,52,14,37,51,63,25,39,46,23,57,38,61,47,62,44,49,59,49,32,37,62,29,79,54,58,58,44,45,37,34,45,55,51,64,51,60,46,17,54,33,81,53,40,35,39,51,63,54,35,57,35,65,41,52,58,23,31,43,45,27,41,39,41,59,20,17,54,82,75,86,69,41,60,39,32,38,19,25,47,59,25,33,66,57,49,33,62,45,39,36,34,59,41,92,29,88,34,65,38,72,42,58,44,89,55,39,40,85,30,32,29,55,26,37,40,72,53,16,45,34,64,35,37,31,36,83,91,52,36,48,39,36,41,45,36,30,34,39,32,48,73,37,40,30,18,22,19,37,40,38,46,55,39,42,74,39,26,42,26,38,54,41,70,55,37,47,45,54,41,21,23,38,64,29,33,80,52,35,23,62,30,30,53,45,55,21,36,28,20,51,63,40,36,34,35,100,41,45,25,46,61,34,27,17,29,33,42,29,33
150294500,74,66,51,33,22,60,33,40,34,23,103,31,46,28,89,24,37,120,32,45,40,33,57,23,45,78,84,34,22,29,21,41,121,23,27,53,76,30,26,59,38,36,42,56,84,113,25,37,24,19,57,28,34,37,31,16,40,38,106,36,41,43,60,55,28,63,50,57,29,28,24,22,56,43,20,48,24,35,28,58,30,48,35,45,32,40,37,34,26,42,30,30,51,69,47,60,19,29,36,73,31,34,16,34,43,53,18,27,36,30,44,32,45,39,50,31,33,60,27,32,40,53,35,68,36,49,56,39,42,32,34,47,59,38,39,43,47,33,21,32,31,58,39,58,23,40,40,45,37,32,52,22,68,37,45,43,17,47,48,48,20,24,35,50,46,19,21,80,69,62,73,51,31,57,28,36,43,25,24,41,44,28,35,51,37,39,21,51,52,26,41,31,21,19,61,19,62,28,48,44,39,33,59,40,64,61,49,38,76,41,39,22,48,19,35,25,85,32,32,31,40,88,35,42,39,32,115,109,38,20,74,62,33,34,40,27,23,35,87,30,58,63,28,39,33,25,24,17,19,37,40,40,34,36,39,84,27,28,24,30,37,33,49,54,46,15,60,35,42,42,17,24,40,67,28,15,75,40,45,28,36,56,42,56,25,45,21,28,20,24,23,72,42,36,16,52,103,34,30,27,33,70,30,11,37,28,55,58,38,44
150295000,58,76,76,40,34,54,32,44,22,17,81,29,62,25,65,33,42,81,53,46,49,45,55,19,45,82,76,50,15,38,35,50,103,30,44,77,69,60,30,64,77,48,47,38,67,125,52,25,25,21,32,25,36,24,31,21,39,42,90,38,47,35,47,70,36,64,25,44,18,29,18,39,32,50,11,45,35,36,23,37,16,46,29,70,28,40,47,27,23,42,38,27,47,31,67,87,20,36,47,89,40,35,24,33,41,45,19,23,49,31,47,35,45,48,46,32,65,48,42,26,41,40,54,66,33,49,48,58,52,32,36,44,64,49,42,49,47,36,31,41,29,58,44,41,33,41,41,52,39,29,59,19,63,45,33,41,13,37,32,52,17,23,40,40,41,17,18,65,51,61,52,58,23,30,35,25,30,20,36,51,64,25,31,55,60,47,32,50,33,39,40,30,27,24,73,20,62,44,72,58,64,39,64,34,63,72,21,29,58,34,23,21,53,30,26,23,69,35,27,28,30,52,22,36,34,43,108,115,42,43,75,83,27,28,44,32,16,39,73,21,65,60,34,35,35,26,26,37,30,34,42,45,48,41,22,87,31,30,35,31,40,73,90,44,36,28,59,52,21,33,18,25,28,96,20,31,68,30,56,18,62,44,26,53,50,47,30,9,31,28,40,64,63,24,22,31,99,48,24,33,24,57,25,24,34,16,56,58,28,41
150295500,66,83,85,28,36,66,35,33,35,41,89,32,56,30,75,19,47,122,43,38,47,55,37,21,65,84,93,38,31,21,30,62,126,15,52,55,95,71,35,51,64,30,57,60,83,118,55,28,25,22,47,30,39,27,35,16,46,52,103,51,48,33,40,55,35,59,52,61,30,23,25,46,39,49,26,43,40,39,31,33,23,58,37,80,19,62,69,36,38,32,40,35,43,33,74,91,33,32,31,91,46,37,36,37,70,56,15,38,60,30,44,46,46,64,75,65,72,61,69,37,47,52,51,66,48,62,68,64,45,31,50,51,57,54,51,62,67,34,29,38,58,101,71,46,29,45,69,54,49,55,62,19,67,59,56,55,17,62,40,74,17,36,42,47,68,13,28,97,76,80,89,78,37,56,33,40,37,15,53,71,68,28,44,68,63,40,47,54,62,39,32,22,59,38,66,22,41,55,61,67,84,58,86,37,80,70,39,25,92,40,29,42,64,25,44,32,75,48,21,24,27,75,33,34,52,54,94,107,55,46,75,89,37,55,52,46,26,43,66,25,68,54,36,38,23,25,35,26,20,69,44,39,72,58,37,86,34,39,30,29,45,78,79,84,65,43,68,62,25,25,30,15,20,98,18,36,71,30,51,23,48,54,23,57,70,54,32,20,33,30,33,73,47,18,33,31,97,83,37,38,52,56,39,26,27,39,48,56,43,61
150296000,58,96,117,34,43,63,43,43,26,41,85,23,51,33,90,24,50,112,50,31,37,68,31,26,66,78,95,54,26,22,42,71,97,31,41,51,62,72,27,63,61,34,68,52,62,99,40,51,27,13,39,35,40,33,52,27,49,47,130,37,35,39,43,47,44,52,83,44,34,37,18,50,40,39,41,68,24,38,26,48,26,53,45,63,27,51,46,46,26,39,41,39,38,55,60,65,35,35,46,82,28,62,29,39,65,60,21,31,44,28,46,47,53,51,69,52,39,60,43,37,48,50,45,100,35,66,51,49,59,33,38,59,49,42,40,39,46,50,22,33,47,76,67,38,24,31,43,55,46,39,42,20,60,56,52,47,25,47,42,66,22,43,36,43,53,14,21,68,68,70,84,57,31,65,48,36,34,18,35,56,54,26,53,71,46,57,39,45,64,32,44,34,36,42,67,50,40,52,42,49,54,51,79,45,71,95,41,25,89,24,16,20,67,21,31,34,72,45,22,29,28,78,21,32,42,31,117,104,54,39,67,53,33,44,38,46,23,34,68,31,45,102,33,22,24,30,30,33,24,44,35,46,50,45,41,64,52,33,38,32,25,49,41,57,45,32,54,53,33,44,17,16,30,71,26,15,60,26,40,20,48,40,56,62,33,44,31,23,39,31,40,62,65,27,37,36,111,52,42,20,35,50,38,41,29,40,45,52,32,46
150296500,48,98,102,19,28,60,36,37,15,30,51,28,57,30,81,26,39,78,42,38,40,46,30,26,54,85,66,51,34,27,32,44,98,29,35,59,65,65,33,70,68,33,61,57,43,94,33,50,26,8,44,17,44,30,33,32,43,40,111,39,33,42,43,66,30,42,48,49,37,32,23,52,38,35,43,42,26,52,42,51,24,31,40,31,35,36,26,36,35,48,31,47,29,63,37,35,29,42,36,55,25,43,21,59,41,27,24,40,34,37,62,48,42,35,42,29,9,50,26,33,40,41,29,66,34,41,33,33,48,27,11,41,57,38,32,34,29,49,20,24,27,55,58,32,28,36,22,41,31,24,29,23,51,37,39,32,20,29,33,51,22,39,35,42,32,16,17,43,49,48,55,43,25,38,27,28,26,17,16,41,42,23,46,57,52,32,14,25,29,11,11,36,23,16,36,35,33,16,40,21,30,16,59,17,55,73,55,24,57,24,19,22,69,25,40,21,64,36,20,16,38,39,24,22,23,18,101,86,59,54,74,60,14,30,30,36,34,22,66,32,36,68,45,24,32,29,27,23,16,33,25,37,33,48,28,73,20,20,21,29,24,44,17,66,29,13,54,70,35,37,32,19,30,36,22,18,55,20,48,18,72,46,36,38,28,26,31,33,42,30,25,65,45,18,49,37,98,27,47,30,34,39,38,20,30,18,43,32,18,24
